childid,s4_id,w1sesl,numrisks,profmath,s4pupri,male,prof45
1271020C,1271,0.5,0,4,1,1,1
1271022C,1271,-0.32,0,2,1,0,0
1271025C,1271,-0.45,1,4,1,0,1
1271011C,1272,-0.26,1,4,1,1,1
1272001C,1272,-0.05,1,4,1,1,1
1272002C,1272,-0.18,0,3,1,0,0
1272004C,1272,-0.37,0,4,1,1,1
1272006C,1272,-0.01,0,4,1,0,1
1272007C,1272,-1.09,1,3,1,1,0
1272010C,1272,-0.15,0,4,1,1,1
1272011C,1272,-0.75,1,3,1,1,0
1272012C,1272,-0.6,0,4,1,0,1
1272015C,1272,-0.54,1,2,1,0,0
1272016C,1272,-0.51,1,3,1,0,0
1272022C,1272,-0.14,0,2,1,0,0
1273002C,1273,-0.62,1,4,1,0,1
1273004C,1273,0.55,0,4,1,1,1
1273006C,1273,-0.01,0,3,1,1,0
1273007C,1273,-0.06,0,2,1,1,0
1273008C,1273,0.07,2,3,1,0,0
1273010C,1273,-0.85,1,4,1,0,1
1273012C,1273,-0.68,1,3,1,1,0
1273013C,1273,-0.78,1,3,1,0,0
1273014C,1273,-0.88,1,5,1,1,1
1273019C,1273,0.44,0,3,1,0,0
1273020C,1273,2.17,0,3,1,0,0
1273021C,1273,0.58,0,4,1,0,1
1273024C,1273,0.41,0,3,1,1,0
1275001C,1275,-0.65,2,4,1,1,1
1275006C,1275,-0.11,0,4,1,1,1
1275007C,1275,-0.2,0,4,1,0,1
1275009C,1275,-0.09,0,5,1,1,1
1275010C,1275,-0.54,0,4,1,0,1
1275011C,1275,-0.11,2,4,1,0,1
1275012C,1275,-0.24,0,3,1,1,0
1275013C,1275,-1.56,2,4,1,1,1
1275016C,1275,-0.89,2,4,1,1,1
1275017C,1275,-0.27,0,4,1,0,1
1275019C,1275,-0.59,0,4,1,0,1
1275023C,1275,0.47,0,5,1,1,1
1275024C,1275,-0.32,0,4,1,0,1
1276001C,1276,-1.29,0,5,1,0,1
1276002C,1276,-0.52,0,3,1,1,0
1276004C,1276,-0.56,0,4,1,1,1
1276005C,1276,-0.59,0,3,1,1,0
1276006C,1276,-0.28,0,4,1,0,1
1276007C,1276,-0.42,1,4,1,0,1
1276008C,1276,-0.2,0,4,1,1,1
1276010C,1276,-0.61,1,3,1,1,0
1276012C,1276,-0.84,1,4,1,1,1
1276013C,1276,-0.85,1,3,1,0,0
1276015C,1276,-0.63,0,5,1,1,1
1276016C,1276,-0.54,0,4,1,1,1
1276020C,1276,-0.25,0,3,1,0,0
1277001C,1277,0.46,1,4,1,1,1
1277002C,1277,-0.34,0,3,1,0,0
1277004C,1277,-0.04,0,3,1,0,0
1277007C,1277,-0.6,1,4,1,0,1
1277008C,1277,1.01,0,4,1,0,1
1277009C,1277,-0.66,0,2,1,0,0
1277010C,1277,-0.45,1,4,1,0,1
1277011C,1277,-1.01,1,3,1,1,0
1277012C,1277,-0.33,1,4,1,1,1
1277015C,1277,-0.6,1,3,1,0,0
1277017C,1277,-0.06,0,3,1,0,0
1277018C,1277,-0.46,1,3,1,0,0
1277019C,1277,-0.24,0,3,1,0,0
1277022C,1277,-0.24,0,3,1,1,0
1277023C,1277,0.26,1,4,1,1,1
1275005C,1280,-0.7,1,3,1,1,0
1280001C,1280,0.1,0,3,1,1,0
1280002C,1280,0.58,0,4,1,0,1
1280003C,1280,1.59,0,5,1,0,1
1280004C,1280,-0.4,0,3,1,1,0
1280006C,1280,-0.6,1,1,1,1,0
1280007C,1280,0.28,0,4,1,1,1
1280010C,1280,-0.4,2,4,1,1,1
1280011C,1280,0.13,0,4,1,0,1
1280014C,1280,-0.32,2,4,1,0,1
1280016C,1280,-0.18,0,4,1,0,1
1280017C,1280,-0.77,3,3,1,0,0
1280020C,1280,0.89,0,5,1,1,1
1280022C,1280,-0.33,0,3,1,0,0
1280023C,1280,-0.73,1,5,1,0,1
1280024C,1280,1.7,0,4,1,1,1
2001001C,2001,1.81,0,5,2,0,1
2001003C,2001,1.25,0,4,2,0,1
2001004C,2001,-0.14,0,5,2,0,1
2001005C,2001,-0.29,0,4,2,1,1
2001006C,2001,0.27,0,5,2,0,1
2001007C,2001,0.65,0,5,2,1,1
2001008C,2001,0.41,0,5,2,1,1
2001010C,2001,0.12,0,4,2,1,1
2001011C,2001,0.65,0,4,2,0,1
2001012C,2001,0.01,0,3,2,0,0
2001014C,2001,-0.19,0,4,2,1,1
2001015C,2001,-0.26,0,5,2,1,1
2001016C,2001,0.73,0,4,2,1,1
2001017C,2001,-0.02,0,5,2,1,1
2001020C,2001,0.12,0,5,2,1,1
2001021C,2001,-0.44,0,3,2,0,0
2001022C,2001,2.04,0,5,2,1,1
2001023C,2001,-0.14,0,3,2,0,0
2037001C,2037,1.27,0,4,2,0,1
2037002C,2037,1.73,0,5,2,0,1
2037003C,2037,1.16,0,5,2,1,1
2037004C,2037,1.55,0,5,2,1,1
2037006C,2037,2.18,0,5,2,1,1
2037007C,2037,0.4,0,5,2,1,1
2037008C,2037,1.13,0,5,2,0,1
2037009C,2037,1.37,0,5,2,0,1
2037010C,2037,1.07,0,5,2,0,1
2037011C,2037,1.23,0,4,2,0,1
2037012C,2037,1.44,0,5,2,0,1
2037013C,2037,0.63,0,5,2,0,1
2037017C,2037,0.88,0,5,2,0,1
2037020C,2037,2.67,0,5,2,1,1
2037021C,2037,1.18,0,5,2,1,1
2037022C,2037,1.44,1,5,2,0,1
2046002C,2046,-0.55,0,4,2,1,1
2046003C,2046,0.26,0,4,2,0,1
2046004C,2046,-0.17,0,4,2,0,1
2046005C,2046,-0.22,0,5,2,1,1
2046007C,2046,-0.27,0,4,2,1,1
2046008C,2046,0.72,0,4,2,0,1
2046009C,2046,1.8,0,4,2,1,1
2046010C,2046,0.05,0,4,2,0,1
2071001C,2071,0.23,0,4,2,1,1
2071002C,2071,0.98,1,5,2,1,1
2071003C,2071,1.72,0,4,2,1,1
2071004C,2071,0.37,1,4,2,1,1
2071005C,2071,0.72,0,3,2,1,0
2071008C,2071,0.58,0,4,2,1,1
2078001C,2078,0.14,0,4,1,0,1
2078002C,2078,0.05,0,4,1,0,1
2078004C,2078,-0.43,0,2,1,0,0
2078005C,2078,0.33,0,4,1,1,1
2078006C,2078,0.4,0,5,1,1,1
2078007C,2078,-0.51,1,3,1,1,0
2078008C,2078,-0.33,0,4,1,1,1
2078011C,2078,-0.76,0,5,1,1,1
2078013C,2078,0.01,0,1,1,0,0
2078015C,2078,-0.29,0,4,1,1,1
2078017C,2078,-0.23,0,5,1,1,1
2078019C,2078,-0.44,0,1,1,0,0
2078020C,2078,-0.84,1,3,1,0,0
2078021C,2078,0.63,1,4,1,1,1
2078022C,2078,0.37,0,3,1,0,0
2111003C,2111,0.24,0,4,1,1,1
2111008C,2111,1.43,0,4,1,0,1
2111010C,2111,-0.52,0,3,1,1,0
2111016C,2111,-0.19,0,5,1,0,1
2111018C,2111,-0.12,1,4,1,0,1
2111020C,2111,0.69,0,5,1,1,1
2111021C,2111,0.88,0,4,1,1,1
2114003C,2114,-0.36,0,4,1,0,1
2114004C,2114,-0.14,1,4,1,0,1
2114005C,2114,0.28,0,3,1,1,0
2114006C,2114,0.53,0,3,1,1,0
2114007C,2114,0.27,0,5,1,0,1
2114008C,2114,0.15,0,4,1,1,1
2114009C,2114,0.58,0,5,1,1,1
2114011C,2114,0.39,0,4,1,0,1
2114012C,2114,0.2,0,5,1,1,1
2114013C,2114,0.96,0,4,1,0,1
2114014C,2114,0.05,0,4,1,0,1
2114015C,2114,0.4,0,4,1,1,1
2114018C,2114,0.37,0,3,1,1,0
2114020C,2114,0.12,0,5,1,0,1
2114021C,2114,1.45,0,4,1,0,1
2114022C,2114,0.8,0,4,1,1,1
2114023C,2114,0.54,0,5,1,0,1
2115002C,2115,-0.19,1,4,1,0,1
2115003C,2115,0.28,0,5,1,0,1
2115005C,2115,-0.01,0,5,1,0,1
2115006C,2115,0.95,0,5,1,0,1
2115007C,2115,0.68,0,5,1,0,1
2115009C,2115,1.1,0,4,1,1,1
2115010C,2115,0.87,0,3,1,0,0
2115011C,2115,1.29,1,5,1,1,1
2115013C,2115,0.51,0,5,1,0,1
2115019C,2115,1.11,0,5,1,0,1
2115021C,2115,1.04,0,4,1,1,1
2115022C,2115,0.68,0,4,1,1,1
2119002C,2119,0.79,0,5,1,0,1
2119008C,2119,-0.51,0,4,1,0,1
2119009C,2119,-0.19,0,3,1,1,0
2119010C,2119,-0.58,0,5,1,1,1
2119015C,2119,1.21,0,5,1,0,1
2119019C,2119,0.16,0,4,1,1,1
2119022C,2119,-0.3,0,4,1,1,1
2119023C,2119,0.34,0,4,1,0,1
2121003C,2121,0.11,0,5,1,1,1
2121006C,2121,-0.12,0,5,1,1,1
2121007C,2121,-0.31,0,4,1,1,1
2121008C,2121,0.18,0,4,1,0,1
2121009C,2121,0.76,0,5,1,0,1
2121010C,2121,0.96,0,5,1,0,1
2121012C,2121,-0.12,0,4,1,1,1
2121016C,2121,-0.26,0,5,1,1,1
2121017C,2121,0.13,0,5,1,0,1
2121018C,2121,-0.45,0,3,1,0,0
2121020C,2121,0.51,1,5,1,0,1
2121021C,2121,0.18,1,4,1,1,1
2121024C,2121,0.07,0,5,1,1,1
2121026C,2121,0.11,0,5,1,0,1
2129002C,2129,1.32,0,4,2,1,1
2129003C,2129,1.18,0,4,2,0,1
2129004C,2129,-0.19,0,4,2,0,1
2129005C,2129,-0.23,0,4,2,0,1
2129006C,2129,1.25,0,5,2,0,1
2129007C,2129,1.11,1,4,2,0,1
2129010C,2129,1.97,0,5,2,0,1
2129011C,2129,0.22,0,5,2,1,1
2129012C,2129,1.34,0,5,2,0,1
2129014C,2129,1.08,0,3,2,0,0
2129016C,2129,0.9,0,5,2,0,1
2129018C,2129,0.54,0,4,2,0,1
2129019C,2129,1.89,0,3,2,1,0
2129020C,2129,0.81,0,4,2,1,1
2129021C,2129,1.14,0,5,2,0,1
2129022C,2129,-0.33,1,4,2,0,1
2132002C,2132,2.16,0,4,2,1,1
2132003C,2132,0.29,0,3,2,0,0
2132004C,2132,0.77,0,3,2,1,0
2132005C,2132,-0.24,0,5,2,0,1
2132006C,2132,2.27,0,5,2,0,1
2132007C,2132,0.51,0,4,2,0,1
2132008C,2132,-0.49,0,4,2,1,1
2132010C,2132,1.81,0,5,2,1,1
2132011C,2132,1.3,0,5,2,0,1
2132012C,2132,-0.52,0,5,2,0,1
2132013C,2132,0.56,0,5,2,1,1
2132014C,2132,-0.22,0,3,2,1,0
2133002C,2133,-0.05,0,4,2,1,1
2133004C,2133,-0.45,1,3,2,0,0
2133006C,2133,0.09,2,4,2,1,1
2133008C,2133,0.45,0,2,2,1,0
2133012C,2133,-0.02,0,5,2,1,1
2133013C,2133,0.74,0,3,2,0,0
2134004C,2134,-0.09,0,4,2,0,1
2134006C,2134,-0.47,0,3,2,0,0
2134007C,2134,0.61,0,3,2,0,0
2134008C,2134,-0.12,0,4,2,1,1
2134009C,2134,0.21,0,5,2,1,1
2134012C,2134,-0.49,0,4,2,0,1
2134013C,2134,-0.67,1,3,2,1,0
2134015C,2134,-0.42,0,4,2,1,1
2134019C,2134,1.07,1,5,2,0,1
2134022C,2134,1.57,0,5,2,1,1
2134026C,2134,-0.22,0,4,2,0,1
3006001C,3006,1.47,0,4,1,0,1
3006002C,3006,1.65,0,5,1,1,1
3006003C,3006,0.97,0,4,1,0,1
3006007C,3006,1.01,0,4,1,0,1
3006008C,3006,0.26,0,5,1,0,1
3006010C,3006,1.29,0,3,1,0,0
3006012C,3006,0.76,0,4,1,1,1
3006013C,3006,-0.22,1,3,1,0,0
3006014C,3006,-0.03,0,5,1,1,1
3006015C,3006,1.35,0,3,1,0,0
3006016C,3006,1.09,0,5,1,1,1
3006017C,3006,0.54,1,4,1,1,1
3006018C,3006,1.06,0,4,1,1,1
3006020C,3006,0.06,0,3,1,1,0
3006021C,3006,0.39,0,5,1,1,1
3006023C,3006,1.14,0,4,1,1,1
3006024C,3006,0.06,0,3,1,1,0
3007002C,3007,0.64,0,4,1,1,1
3007003C,3007,0.27,0,5,1,1,1
3007005C,3007,1.41,0,4,1,0,1
3007006C,3007,-0.3,1,5,1,1,1
3007008C,3007,-0.4,0,5,1,0,1
3007010C,3007,0.29,0,5,1,0,1
3007011C,3007,0.82,0,5,1,1,1
3007012C,3007,-0.4,0,3,1,0,0
3007013C,3007,-0.72,1,4,1,0,1
3007016C,3007,0.58,0,4,1,0,1
3007018C,3007,0.45,0,5,1,1,1
3007019C,3007,2.23,0,5,1,0,1
3007022C,3007,2.34,0,5,1,1,1
3007023C,3007,-0.52,0,2,1,0,0
3007024C,3007,-0.69,1,2,1,1,0
3009002C,3009,-0.17,0,4,1,1,1
3009004C,3009,-0.49,1,3,1,1,0
3009006C,3009,-0.79,0,5,1,1,1
3009007C,3009,-0.37,0,3,1,1,0
3009008C,3009,-1.14,3,4,1,1,1
3009009C,3009,0.13,0,4,1,0,1
3009013C,3009,-0.67,1,4,1,0,1
3009016C,3009,-0.35,1,4,1,1,1
3009017C,3009,-0.78,1,3,1,0,0
3009018C,3009,0.3,2,4,1,0,1
3009019C,3009,-0.51,0,3,1,1,0
3009024C,3009,-1.52,1,3,1,0,0
3011001C,3011,0.2,0,4,1,1,1
3011003C,3011,0.56,0,3,1,1,0
3011004C,3011,1.36,0,5,1,1,1
3011009C,3011,0.58,0,5,1,0,1
3011011C,3011,0.06,0,5,1,0,1
3011012C,3011,0.58,0,4,1,0,1
3011013C,3011,-0.07,0,4,1,1,1
3011014C,3011,0.6,0,4,1,1,1
3011015C,3011,0.2,0,5,1,0,1
3011017C,3011,0.4,0,5,1,0,1
3011018C,3011,-0.12,0,4,1,1,1
3011020C,3011,0.36,0,4,1,1,1
3011024C,3011,0.72,0,4,1,0,1
3012001C,3012,1.48,0,5,1,1,1
3012003C,3012,0.44,0,4,1,0,1
3012004C,3012,1.28,0,4,1,1,1
3012006C,3012,0.58,0,4,1,1,1
3012008C,3012,-0.61,1,4,1,1,1
3012013C,3012,-0.86,2,4,1,1,1
3012015C,3012,0.57,0,4,1,0,1
3012020C,3012,1.53,0,4,1,1,1
3012022C,3012,-0.36,0,4,1,1,1
3012023C,3012,1.16,0,4,1,0,1
3013001C,3013,0.0,0,4,1,0,1
3013002C,3013,0.09,0,4,1,1,1
3013003C,3013,-0.62,0,5,1,1,1
3013004C,3013,-0.29,1,4,1,1,1
3013006C,3013,-0.2,1,4,1,1,1
3013009C,3013,-0.17,0,4,1,1,1
3013011C,3013,0.01,0,4,1,0,1
3013012C,3013,-0.63,1,3,1,0,0
3013013C,3013,0.04,0,4,1,0,1
3013015C,3013,-0.47,2,4,1,0,1
3013018C,3013,0.28,0,5,1,0,1
3013021C,3013,0.39,0,5,1,0,1
3013025C,3013,0.01,0,5,1,1,1
3014001C,3014,0.11,1,4,1,1,1
3014002C,3014,-1.06,1,4,1,1,1
3014004C,3014,-0.84,0,3,1,1,0
3014006C,3014,-0.63,1,4,1,1,1
3014007C,3014,-1.34,3,4,1,1,1
3014008C,3014,0.11,1,4,1,1,1
3014012C,3014,0.18,0,3,1,0,0
3014013C,3014,0.95,0,4,1,1,1
3014017C,3014,-0.51,1,2,1,1,0
3014019C,3014,-0.2,1,4,1,0,1
3014020C,3014,0.25,0,4,1,0,1
3014022C,3014,0.5,0,5,1,1,1
3015001C,3015,-0.24,0,5,1,1,1
3015003C,3015,-0.37,1,2,1,0,0
3015005C,3015,-0.81,1,2,1,0,0
3015006C,3015,-0.01,0,4,1,0,1
3015007C,3015,-0.44,0,2,1,0,0
3015012C,3015,-0.58,2,4,1,0,1
3015022C,3015,-0.43,2,4,1,1,1
3015025C,3015,-0.44,0,4,1,0,1
3016005C,3016,0.19,1,4,1,0,1
3016006C,3016,-0.06,0,4,1,0,1
3016008C,3016,-0.68,1,3,1,0,0
3016009C,3016,-0.42,0,4,1,0,1
3016011C,3016,0.72,0,5,1,1,1
3016012C,3016,-0.77,2,3,1,0,0
3016013C,3016,-0.6,1,2,1,0,0
3016014C,3016,1.26,1,5,1,0,1
3016015C,3016,-0.42,0,4,1,1,1
3016016C,3016,-0.38,0,5,1,1,1
3016018C,3016,-1.22,2,4,1,0,1
3016020C,3016,-0.59,0,4,1,1,1
3016022C,3016,-0.25,0,4,1,1,1
3016023C,3016,0.65,0,4,1,0,1
3016024C,3016,-0.25,0,4,1,1,1
3016025C,3016,-0.06,0,1,1,0,0
3016026C,3016,-0.38,0,4,1,1,1
3019004C,3019,-0.88,2,4,1,0,1
3019005C,3019,-0.14,0,3,1,0,0
3019006C,3019,-0.74,0,3,1,0,0
3019010C,3019,-0.33,0,4,1,0,1
3019011C,3019,-0.27,0,4,1,0,1
3019012C,3019,-0.19,0,3,1,1,0
3019018C,3019,0.53,0,4,1,0,1
3019021C,3019,-0.5,0,4,1,0,1
3020004C,3020,-0.27,1,4,1,1,1
3020008C,3020,-0.41,0,2,1,1,0
3020012C,3020,-0.63,0,3,1,1,0
3020018C,3020,0.13,0,4,1,0,1
3020021C,3020,-0.79,1,2,1,0,0
3020024C,3020,-0.29,1,3,1,1,0
3021001C,3021,-0.81,0,4,1,0,1
3021003C,3021,-0.04,0,4,1,0,1
3021009C,3021,-0.9,2,3,1,1,0
3021010C,3021,-0.22,0,2,1,1,0
3021012C,3021,0.17,1,2,1,1,0
3021017C,3021,-0.87,2,3,1,1,0
3021020C,3021,0.24,0,4,1,0,1
3021021C,3021,-0.76,1,4,1,0,1
3021024C,3021,-0.05,1,4,1,0,1
3022007C,3022,-0.4,0,3,1,0,0
3022010C,3022,1.44,0,4,1,0,1
3022011C,3022,-0.17,1,4,1,1,1
3022012C,3022,2.15,0,4,1,0,1
3022014C,3022,0.74,0,4,1,1,1
3022015C,3022,-0.19,0,4,1,1,1
3022020C,3022,0.75,0,5,1,1,1
3022022C,3022,-0.07,0,5,1,1,1
3022023C,3022,-0.67,1,3,1,0,0
3022024C,3022,-0.37,2,4,1,0,1
3023002C,3023,-0.85,1,5,1,1,1
3023003C,3023,-1.02,1,4,1,1,1
3023005C,3023,0.16,1,5,1,0,1
3023008C,3023,-0.23,0,3,1,0,0
3023011C,3023,-0.53,0,3,1,1,0
3023016C,3023,0.05,1,4,1,1,1
3023017C,3023,-0.52,0,4,1,1,1
3023020C,3023,-0.64,0,2,1,1,0
3023023C,3023,-0.29,0,4,1,1,1
3023024C,3023,-0.87,1,4,1,1,1
3025001C,3025,0.89,0,5,1,1,1
3025004C,3025,0.17,0,5,1,0,1
3025005C,3025,-0.49,0,4,1,0,1
3025007C,3025,-0.91,0,4,1,1,1
3025011C,3025,0.26,1,5,1,1,1
3025012C,3025,-0.13,0,4,1,1,1
3025013C,3025,0.0,0,5,1,1,1
3025014C,3025,0.01,0,4,1,0,1
3025018C,3025,0.03,0,4,1,1,1
3025019C,3025,0.08,0,3,1,0,0
3025020C,3025,-0.14,2,5,1,0,1
3025021C,3025,-0.42,2,4,1,0,1
3025023C,3025,0.33,0,3,1,0,0
3025024C,3025,-0.58,0,5,1,0,1
3023015C,3026,-0.08,1,4,1,1,1
3026008C,3026,-0.62,1,4,1,0,1
3026009C,3026,0.04,0,4,1,1,1
3026019C,3026,-0.51,0,5,1,0,1
3026020C,3026,-1.12,2,4,1,1,1
3026021C,3026,-0.2,0,3,1,0,0
3026023C,3026,-0.82,1,4,1,0,1
3028001C,3028,1.83,0,4,1,0,1
3028003C,3028,1.58,0,5,1,0,1
3028004C,3028,0.14,0,5,1,1,1
3028005C,3028,0.74,0,4,1,1,1
3028006C,3028,2.04,0,5,1,1,1
3028007C,3028,-0.02,0,5,1,1,1
3028008C,3028,2.23,0,4,1,0,1
3028009C,3028,1.04,0,4,1,0,1
3028010C,3028,2.04,0,3,1,0,0
3028011C,3028,-0.24,0,5,1,0,1
3028014C,3028,0.03,0,4,1,1,1
3028015C,3028,1.19,0,5,1,1,1
3028016C,3028,1.55,0,4,1,0,1
3028019C,3028,-0.66,1,5,1,0,1
3028021C,3028,1.68,0,5,1,0,1
3028022C,3028,0.79,0,5,1,1,1
3028023C,3028,1.14,0,4,1,1,1
3028024C,3028,0.85,0,5,1,1,1
3029002C,3029,-0.49,0,4,1,1,1
3029007C,3029,0.24,0,5,1,0,1
3029011C,3029,-1.05,2,5,1,0,1
3029012C,3029,-0.2,0,3,1,1,0
3029017C,3029,-0.85,2,4,1,0,1
3029019C,3029,0.09,0,3,1,0,0
3029021C,3029,-0.24,0,4,1,0,1
3029022C,3029,-0.8,1,4,1,0,1
3033011C,3029,-0.66,0,5,1,1,1
3031004C,3031,-0.73,1,4,1,1,1
3031009C,3031,-0.9,0,4,1,0,1
3031010C,3031,-0.23,1,4,1,0,1
3031018C,3031,-1.24,1,5,1,1,1
3031020C,3031,-0.62,1,4,1,1,1
3031021C,3031,-0.08,0,4,1,0,1
3031023C,3031,-0.2,0,3,1,1,0
3033002C,3033,0.71,0,4,1,1,1
3033003C,3033,-0.36,0,4,1,0,1
3033005C,3033,-0.14,0,5,1,1,1
3033006C,3033,-0.08,0,4,1,1,1
3033007C,3033,-0.38,0,4,1,0,1
3033009C,3033,0.28,0,3,1,0,0
3033010C,3033,0.16,1,3,1,1,0
3033012C,3033,1.2,0,3,1,0,0
3033016C,3033,0.41,0,4,1,0,1
3033017C,3033,1.59,0,3,1,1,0
3033018C,3033,0.02,0,5,1,0,1
3036001C,3036,-0.39,0,5,1,0,1
3036005C,3036,0.45,0,3,1,0,0
3036012C,3036,-0.14,1,4,1,1,1
3036023C,3036,0.0,0,5,1,1,1
3038011C,3036,-0.32,0,4,1,0,1
3037007C,3037,0.26,0,4,1,1,1
3037008C,3037,-0.27,0,4,1,0,1
3037012C,3037,0.38,0,5,1,1,1
3037017C,3037,0.91,0,3,1,1,0
3037023C,3037,0.63,0,4,1,1,1
3038002C,3038,0.13,1,4,1,0,1
3038003C,3038,-0.4,0,5,1,1,1
3038006C,3038,-1.12,2,4,1,0,1
3038009C,3038,0.13,0,5,1,0,1
3038013C,3038,-0.79,1,4,1,0,1
3038014C,3038,-0.47,0,5,1,1,1
3038016C,3038,-0.07,0,4,1,0,1
3038022C,3038,-0.17,0,4,1,0,1
3038023C,3038,-0.51,1,4,1,0,1
3038025C,3038,-0.21,0,4,1,1,1
3039008C,3039,-0.5,0,5,1,0,1
3039013C,3039,-0.52,1,5,1,1,1
3039022C,3039,-0.74,0,4,1,0,1
3041003C,3041,-0.52,0,4,1,1,1
3041005C,3041,-0.29,0,4,1,0,1
3041006C,3041,0.63,0,5,1,1,1
3041009C,3041,0.27,0,4,1,0,1
3041010C,3041,-0.4,1,4,1,0,1
3041013C,3041,-0.5,0,5,1,0,1
3041014C,3041,0.71,0,5,1,0,1
3041015C,3041,1.44,0,4,1,0,1
3041018C,3041,-0.71,1,4,1,1,1
3041022C,3041,-0.61,0,4,1,0,1
3042006C,3042,-0.51,1,4,1,0,1
3042008C,3042,0.26,0,4,1,0,1
3042015C,3042,-0.21,0,3,1,0,0
3042016C,3042,-1.46,3,3,1,1,0
3042022C,3042,-0.65,1,5,1,1,1
3043001C,3043,0.79,0,5,1,1,1
3043002C,3043,0.23,0,5,1,1,1
3043009C,3043,-0.37,0,4,1,1,1
3043018C,3043,-0.23,0,4,1,1,1
3043023C,3043,0.45,0,4,1,1,1
3046001C,3046,-0.64,0,4,1,1,1
3046002C,3046,0.54,0,5,1,0,1
3046005C,3046,-0.11,0,5,1,1,1
3046008C,3046,0.12,0,5,1,1,1
3046009C,3046,0.21,0,4,1,0,1
3046010C,3046,-0.17,0,5,1,0,1
3046012C,3046,0.18,0,4,1,1,1
3046013C,3046,-0.4,1,4,1,0,1
3046021C,3046,0.42,0,4,1,0,1
3046024C,3046,-0.75,2,4,1,1,1
3047001C,3047,-0.36,0,2,1,0,0
3047002C,3047,-0.69,1,4,1,0,1
3047004C,3047,-0.19,0,4,1,0,1
3047005C,3047,-1.1,1,3,1,1,0
3047010C,3047,-0.28,0,3,1,1,0
3047012C,3047,-0.1,0,5,1,1,1
3047013C,3047,0.1,0,3,1,0,0
3047014C,3047,0.18,0,4,1,1,1
3047016C,3047,0.84,0,4,1,1,1
3047017C,3047,0.05,0,4,1,1,1
3047018C,3047,-0.57,0,5,1,1,1
3047019C,3047,0.57,0,4,1,1,1
3047021C,3047,-0.23,0,3,1,0,0
3047022C,3047,1.62,0,4,1,0,1
3047023C,3047,1.27,0,4,1,0,1
3047025C,3047,-0.69,1,4,1,1,1
3048001C,3048,1.4,0,5,1,1,1
3048005C,3048,0.32,0,4,1,1,1
3048006C,3048,1.23,0,5,1,1,1
3048009C,3048,1.38,0,5,1,1,1
3048010C,3048,0.95,0,4,1,0,1
3048012C,3048,1.16,0,4,1,0,1
3048013C,3048,0.16,0,4,1,1,1
3048014C,3048,1.62,0,5,1,0,1
3048015C,3048,0.36,0,5,1,1,1
3048016C,3048,0.79,0,3,1,1,0
3048017C,3048,0.2,0,3,1,0,0
3048018C,3048,0.14,0,3,1,1,0
3048021C,3048,1.02,0,5,1,0,1
3048022C,3048,1.69,0,3,1,0,0
3048023C,3048,-0.2,0,3,1,1,0
3048024C,3048,-0.05,0,3,1,0,0
3052001C,3052,0.26,0,4,1,1,1
3052002C,3052,0.83,0,3,1,0,0
3052005C,3052,1.18,0,4,1,1,1
3052007C,3052,0.21,0,4,1,0,1
3052009C,3052,1.87,0,4,1,0,1
3052012C,3052,1.13,0,4,1,0,1
3052014C,3052,1.1,0,4,1,0,1
3052016C,3052,1.3,0,4,1,1,1
3052017C,3052,-1.02,1,1,1,1,0
3052018C,3052,1.46,0,5,1,1,1
3052021C,3052,0.62,0,5,1,1,1
3052022C,3052,-0.14,0,3,1,1,0
3052025C,3052,1.46,0,5,1,1,1
3053002C,3053,-1.04,3,4,1,0,1
3053004C,3053,0.41,0,3,1,1,0
3053010C,3053,-0.66,0,3,1,0,0
3053013C,3053,-0.77,1,4,1,1,1
3053019C,3053,-0.14,0,4,1,0,1
3053024C,3053,-0.9,1,5,1,1,1
3062003C,3062,-0.29,0,4,1,0,1
3062004C,3062,-0.02,0,5,1,0,1
3062005C,3062,0.32,0,5,1,0,1
3062007C,3062,-0.53,0,3,1,1,0
3062009C,3062,-0.21,0,5,1,1,1
3062010C,3062,-0.22,0,5,1,0,1
3062011C,3062,-0.11,0,4,1,1,1
3062012C,3062,0.38,0,5,1,1,1
3062019C,3062,0.53,0,5,1,0,1
3062021C,3062,-0.58,0,4,1,0,1
3062022C,3062,0.08,1,4,1,0,1
3063003C,3063,-0.34,2,3,1,0,0
3063004C,3063,-1.09,3,4,1,1,1
3063009C,3063,0.78,1,4,1,1,1
3063018C,3063,0.5,0,4,1,0,1
3063019C,3063,-1.13,2,2,1,0,0
3063020C,3063,1.89,0,5,1,1,1
3063021C,3063,0.82,0,4,1,1,1
3063023C,3063,-0.53,0,4,1,0,1
3068001C,3068,-0.84,1,4,1,0,1
3068004C,3068,-0.4,1,4,1,0,1
3068005C,3068,-0.54,0,4,1,0,1
3068007C,3068,-0.91,1,4,1,1,1
3068009C,3068,0.38,0,5,1,0,1
3068010C,3068,0.31,0,4,1,0,1
3068012C,3068,-0.32,0,5,1,0,1
3068013C,3068,-0.89,0,4,1,1,1
3068014C,3068,-0.13,0,4,1,0,1
3068017C,3068,-0.4,0,3,1,1,0
3068021C,3068,0.14,1,4,1,0,1
3068022C,3068,-0.87,0,2,1,0,0
3068023C,3068,-0.29,1,3,1,1,0
3068024C,3068,-0.72,2,4,1,1,1
3068025C,3068,0.11,0,5,1,0,1
3070001C,3070,-0.12,0,4,1,1,1
3070002C,3070,-0.35,0,3,1,0,0
3070004C,3070,-0.54,0,4,1,1,1
3070006C,3070,-0.53,0,4,1,1,1
3070010C,3070,0.0,1,2,1,0,0
