Y,U,I,H,G
30,26,105,20055,20055:105
24,26,55,10037,10037:55
3,26,81,10098,10098:81
0,26,81,10076,10076:81
-35,26,41,20039,20039:41
-14,26,85,10054,10054:85
-50,26,74,10011,10011:74
-36,26,113,20016,20016:113
2,26,113,20008,20008:113
50,26,77,20057,20057:77
-13,26,63,10056,10056:63
0,26,74,20087,20087:74
50,26,115,10003,10003:115
22,26,53,10097,10097:53
15,26,81,10032,10032:81
0,26,99,20035,20035:99
30,26,14,20089,20089:14
-2,26,121,10020,10020:121
-2,26,95,10009,10009:95
16,26,55,20019,20019:55
2,26,121,10116,10116:121
-1,26,63,10028,10028:63
0,26,99,20032,20032:99
-4,26,81,10108,10108:81
50,26,10,10111,10111:10
23,26,131,10051,10051:131
18,26,2,20077,20077:2
-28,26,113,10111,10111:113
17,26,55,10015,10015:55
28,26,33,10112,10112:33
2,26,135,20025,20025:135
39,26,105,10113,10113:105
-9,26,33,10102,10102:33
7,26,14,10113,10113:14
-5,26,45,20029,20029:45
-6,26,113,10091,10091:113
35,26,53,10085,10085:53
-4,26,83,10039,10039:83
1,26,45,10033,10033:45
-1,26,113,20063,20063:113
2,26,83,10108,10108:83
-2,26,85,10098,10098:85
15,26,55,10053,10053:55
0,26,37,10052,10052:37
17,26,74,10014,10014:74
6,26,10,10029,10029:10
-1,26,81,10035,10035:81
0,26,99,20002,20002:99
19,26,115,10021,10021:115
0,26,55,10088,10088:55
8,26,10,10071,10071:10
0,26,77,10097,10097:77
37,26,105,10065,10065:105
5,26,74,10086,10086:74
25,26,63,10091,10091:63
-1,26,113,10034,10034:113
1,26,10,20047,20047:10
0,26,77,20032,20032:77
0,26,74,20078,20078:74
23,26,33,10048,10048:33
5,26,129,20073,20073:129
0,26,113,10053,10053:113
-2,26,37,10109,10109:37
-31,26,74,10131,10131:74
17,26,10,10027,10027:10
3,26,131,10086,10086:131
-2,26,131,10005,10005:131
21,26,41,10009,10009:41
-1,26,129,20081,20081:129
-21,26,55,10058,10058:55
-6,26,10,10088,10088:10
-1,26,53,10009,10009:53
0,26,45,20055,20055:45
0,26,99,20087,20087:99
41,26,95,10111,10111:95
40,26,69,20016,20016:69
0,26,83,10058,10058:83
39,26,27,10026,10026:27
33,26,10,20067,20067:10
0,26,95,10067,10067:95
-4,26,115,10053,10053:115
12,26,69,20004,20004:69
22,26,53,10087,10087:53
5,26,69,10025,10025:69
38,26,99,10032,10032:99
50,26,2,20048,20048:2
-30,26,113,10087,10087:113
-2,26,83,10012,10012:83
0,26,113,20035,20035:113
0,26,77,20066,20066:77
-14,26,41,20020,20020:41
0,26,67,10080,10080:67
14,26,135,10078,10078:135
13,26,83,10002,10002:83
29,26,74,10117,10117:74
24,26,95,20042,20042:95
38,26,131,10059,10059:131
10,26,27,20020,20020:27
38,26,27,20022,20022:27
50,26,41,10112,10112:41
0,26,77,20003,20003:77
8,26,105,20012,20012:105
-2,26,53,10010,10010:53
-1,26,135,20081,20081:135
22,26,55,10050,10050:55
-1,26,41,20051,20051:41
-1,26,95,10066,10066:95
-15,26,53,20045,20045:53
-2,26,41,10018,10018:41
-50,26,67,20019,20019:67
0,26,95,10024,10024:95
-1,26,115,10089,10089:115
-2,26,131,10012,10012:131
2,26,131,10122,10122:131
0,26,113,20032,20032:113
0,26,14,20046,20046:14
0,26,55,20032,20032:55
16,26,63,20075,20075:63
0,26,74,10133,10133:74
0,26,67,20086,20086:67
19,26,2,10117,10117:2
4,26,27,10112,10112:27
17,26,69,10075,10075:69
0,26,131,10003,10003:131
26,26,37,10042,10042:37
50,26,115,10065,10065:115
-35,26,74,10101,10101:74
13,26,45,20044,20044:45
0,26,41,10024,10024:41
-12,26,77,10004,10004:77
4,26,115,20011,20011:115
15,26,63,10105,10105:63
9,26,37,20075,20075:37
19,26,121,10049,10049:121
0,26,63,20082,20082:63
43,26,69,10059,10059:69
0,26,53,10036,10036:53
-6,26,95,20069,20069:95
50,26,55,10006,10006:55
-2,26,67,10073,10073:67
10,26,81,10044,10044:81
-4,26,33,20063,20063:33
-2,26,81,10013,10013:81
-37,26,95,20039,20039:95
-1,26,129,10001,10001:129
-17,26,37,10108,10108:37
-19,26,131,10100,10100:131
0,26,95,10050,10050:95
0,26,131,20018,20018:131
6,26,67,20068,20068:67
34,26,37,10058,10058:37
15,26,63,20074,20074:63
17,26,63,10119,10119:63
2,26,41,20002,20002:41
-31,26,69,10047,10047:69
50,26,77,10034,10034:77
11,26,131,20089,20089:131
50,26,41,10122,10122:41
-4,26,135,10067,10067:135
9,26,81,10019,10019:81
23,26,27,10117,10117:27
50,26,55,20067,20067:55
0,26,77,20037,20037:77
-1,26,81,20051,20051:81
49,26,135,10120,10120:135
50,26,37,10114,10114:37
-12,26,55,10008,10008:55
-2,26,113,10020,10020:113
10,26,33,10083,10083:33
0,26,55,20062,20062:55
2,26,33,10103,10103:33
0,26,14,20035,20035:14
-2,26,37,10119,10119:37
-27,26,10,10105,10105:10
-2,26,115,10037,10037:115
-3,26,81,10067,10067:81
16,26,115,10061,10061:115
4,26,69,20009,20009:69
0,26,121,20069,20069:121
11,26,14,20009,20009:14
27,26,77,20044,20044:77
50,26,10,10052,10052:10
5,26,115,10076,10076:115
50,26,121,10112,10112:121
3,26,95,10132,10132:95
2,26,67,10024,10024:67
0,26,77,20004,20004:77
-1,26,69,10035,10035:69
-41,26,135,20039,20039:135
13,26,2,10019,10019:2
-1,26,2,10021,10021:2
29,26,2,10020,10020:2
0,26,10,10033,10033:10
39,26,135,10043,10043:135
7,26,105,20019,20019:105
0,26,129,10104,10104:129
4,26,63,20003,20003:63
2,26,95,20037,20037:95
50,26,55,20080,20080:55
0,26,45,20065,20065:45
41,26,115,10088,10088:115
-4,26,33,10029,10029:33
23,26,115,20080,20080:115
-50,26,121,10094,10094:121
0,26,81,20021,20021:81
-2,26,69,20024,20024:69
25,26,45,10051,10051:45
32,26,45,10085,10085:45
0,26,14,20087,20087:14
3,26,95,10117,10117:95
-14,26,113,10094,10094:113
32,26,129,10096,10096:129
-2,26,129,10020,10020:129
30,26,131,10065,10065:131
0,26,10,20046,20046:10
21,26,2,10131,10131:2
31,26,69,10122,10122:69
2,26,41,10033,10033:41
9,26,81,10039,10039:81
0,26,95,20006,20006:95
6,26,2,20082,20082:2
7,26,129,10090,10090:129
-13,26,67,20011,20011:67
50,26,45,20067,20067:45
-2,26,83,20054,20054:83
44,26,41,10063,10063:41
50,26,41,20078,20078:41
17,26,2,20055,20055:2
-3,26,33,20051,20051:33
-1,26,14,10011,10011:14
11,26,55,10108,10108:55
9,26,37,10029,10029:37
2,26,63,20048,20048:63
28,26,14,10003,10003:14
0,26,45,20087,20087:45
-24,26,121,10099,10099:121
19,26,113,20075,20075:113
1,26,85,10122,10122:85
30,26,14,10067,10067:14
18,26,33,10073,10073:33
4,26,129,10078,10078:129
6,26,131,10099,10099:131
-3,26,53,10030,10030:53
24,26,2,20022,20022:2
6,26,41,10086,10086:41
-25,26,115,20057,20057:115
20,26,113,10041,10041:113
24,26,45,10067,10067:45
-15,26,14,20039,20039:14
-3,26,131,20047,20047:131
0,26,41,10035,10035:41
-1,26,83,20075,20075:83
9,26,99,10109,10109:99
0,26,2,20012,20012:2
-3,26,83,10006,10006:83
-7,26,121,10003,10003:121
2,26,131,10024,10024:131
-11,26,115,10119,10119:115
1,26,14,10110,10110:14
32,26,95,10087,10087:95
1,26,83,10033,10033:83
0,26,85,10073,10073:85
41,26,135,10001,10001:135
29,26,45,10060,10060:45
-1,26,121,10082,10082:121
-36,26,129,10046,10046:129
2,26,27,10064,10064:27
8,26,81,10082,10082:81
6,26,74,10033,10033:74
28,26,63,10110,10110:63
15,26,115,20056,20056:115
9,26,10,10018,10018:10
3,26,14,10029,10029:14
1,26,99,10005,10005:99
22,26,27,10104,10104:27
1,26,27,10132,10132:27
3,26,27,10035,10035:27
13,26,83,20083,20083:83
-32,26,83,20039,20039:83
-2,26,135,10006,10006:135
21,26,41,10055,10055:41
-4,26,37,10030,10030:37
45,26,63,20042,20042:63
0,26,55,20040,20040:55
50,26,10,10085,10085:10
1,26,81,10116,10116:81
-18,26,37,10035,10035:37
8,26,37,10104,10104:37
23,26,37,20081,20081:37
11,26,27,10049,10049:27
-24,26,74,10005,10005:74
6,26,41,20028,20028:41
1,26,77,10074,10074:77
-2,26,77,10011,10011:77
28,26,131,10085,10085:131
0,26,135,10054,10054:135
-1,26,105,10133,10133:105
2,26,37,10053,10053:37
4,26,95,20008,20008:95
50,26,95,10114,10114:95
4,26,27,20063,20063:27
12,26,55,20024,20024:55
50,26,69,10001,10001:69
19,26,81,20055,20055:81
1,26,14,10116,10116:14
0,26,33,10021,10021:33
-27,26,113,10065,10065:113
-15,26,115,10103,10103:115
1,26,10,10098,10098:10
-2,26,113,10010,10010:113
50,26,41,10067,10067:41
35,26,105,20081,20081:105
35,26,55,10059,10059:55
6,26,85,10071,10071:85
-41,26,45,20039,20039:45
15,26,95,10108,10108:95
32,26,55,20054,20054:55
0,26,77,20046,20046:77
-2,26,85,10076,10076:85
9,26,53,20073,20073:53
-2,26,45,20051,20051:45
50,26,37,10039,10039:37
0,26,113,10013,10013:113
48,26,37,10012,10012:37
-21,26,27,10062,10062:27
0,26,99,10033,10033:99
-12,26,85,20011,20011:85
2,26,129,10027,10027:129
-30,26,135,20089,20089:135
17,26,45,10019,10019:45
19,26,63,20077,20077:63
-2,26,85,10010,10010:85
-11,26,37,10066,10066:37
0,26,113,20077,20077:113
1,26,53,20081,20081:53
6,26,63,20009,20009:63
-29,26,77,10018,10018:77
17,26,69,20042,20042:69
2,26,115,10041,10041:115
0,26,95,20022,20022:95
12,26,37,10065,10065:37
50,26,45,20078,20078:45
-15,26,45,20045,20045:45
2,26,105,10048,10048:105
15,26,95,10105,10105:95
32,26,33,20089,20089:33
3,26,81,10115,10115:81
15,26,41,10119,10119:41
48,26,45,20088,20088:45
1,26,41,10088,10088:41
16,26,129,10119,10119:129
-2,26,135,10055,10055:135
1,26,105,10080,10080:105
-2,26,53,10028,10028:53
0,26,129,20026,20026:129
50,26,37,10085,10085:37
28,26,129,20055,20055:129
0,26,63,10038,10038:63
4,26,131,20087,20087:131
13,26,27,10053,10053:27
18,26,55,20047,20047:55
-6,26,33,10032,10032:33
5,26,135,20028,20028:135
15,26,10,10073,10073:10
-2,26,115,20025,20025:115
9,26,55,10009,10009:55
10,26,81,20045,20045:81
-1,26,83,10095,10095:83
7,26,53,10019,10019:53
6,26,99,10120,10120:99
-3,26,41,10053,10053:41
46,26,67,20042,20042:67
0,26,105,10071,10071:105
4,26,41,20077,20077:41
0,26,81,10047,10047:81
-1,26,105,10028,10028:105
2,26,129,10024,10024:129
0,26,115,20084,20084:115
-50,26,53,20016,20016:53
4,26,33,10113,10113:33
-25,26,67,10105,10105:67
0,26,99,20088,20088:99
0,26,10,20075,20075:10
28,26,74,10066,10066:74
-41,26,85,10056,10056:85
50,26,55,10020,10020:55
-36,26,74,10032,10032:74
-3,26,129,20047,20047:129
8,26,55,10019,10019:55
31,26,63,10047,10047:63
34,26,27,10119,10119:27
-1,26,33,10015,10015:33
-50,26,83,10131,10131:83
50,26,2,10015,10015:2
0,26,99,20082,20082:99
-1,26,131,10091,10091:131
-2,26,129,20051,20051:129
-25,26,74,10018,10018:74
0,26,41,20044,20044:41
15,26,33,20044,20044:33
50,26,27,20051,20051:27
34,26,37,10122,10122:37
16,26,129,10105,10105:129
39,26,45,10015,10015:45
1,26,14,20026,20026:14
-2,26,135,10073,10073:135
-33,26,85,10019,10019:85
2,26,121,10074,10074:121
-2,26,131,20051,20051:131
-46,26,129,10025,10025:129
0,26,121,20045,20045:121
12,26,69,10050,10050:69
13,26,95,10019,10019:95
0,26,37,20044,20044:37
22,26,74,10045,10045:74
-17,26,67,20083,20083:67
-11,26,121,20044,20044:121
-1,26,135,20047,20047:135
50,26,45,10114,10114:45
-7,26,10,20081,20081:10
1,26,105,10002,10002:105
50,26,2,10003,10003:2
21,26,121,10075,10075:121
-16,26,55,10032,10032:55
4,26,33,20023,20023:33
0,26,37,20065,20065:37
-2,26,2,10122,10122:2
2,26,105,20025,20025:105
11,26,10,10008,10008:10
1,26,135,10018,10018:135
-14,26,63,10041,10041:63
-27,26,121,20057,20057:121
2,26,41,10056,10056:41
-24,26,10,10131,10131:10
15,26,37,10090,10090:37
3,26,53,10041,10041:53
22,26,55,10077,10077:55
-7,26,74,10020,10020:74
32,26,53,20056,20056:53
-4,26,129,20036,20036:129
19,26,10,10001,10001:10
-1,26,129,10054,10054:129
-50,26,74,10025,10025:74
30,26,105,10050,10050:105
28,26,41,20011,20011:41
0,26,115,10011,10011:115
2,26,81,20002,20002:81
0,26,41,10060,10060:41
3,26,63,10019,10019:63
-4,26,41,10065,10065:41
1,26,121,10019,10019:121
50,26,95,10086,10086:95
-18,26,10,10059,10059:10
0,26,77,10002,10002:77
-17,26,27,10037,10037:27
0,26,131,20006,20006:131
26,26,27,10039,10039:27
27,26,53,10040,10040:53
0,26,81,20075,20075:81
25,26,135,10052,10052:135
1,26,45,10113,10113:45
-22,26,37,10032,10032:37
50,26,41,10015,10015:41
-25,26,55,20014,20014:55
10,26,27,20088,20088:27
37,26,45,10014,10014:45
0,26,10,10026,10026:10
-1,26,2,10013,10013:2
-31,26,55,20039,20039:55
-1,26,33,10036,10036:33
-8,26,10,10120,10120:10
-3,26,14,10005,10005:14
-9,26,37,20004,20004:37
8,26,105,20063,20063:105
2,26,41,10104,10104:41
0,26,129,20025,20025:129
-50,26,74,10114,10114:74
34,26,41,10049,10049:41
6,26,33,20042,20042:33
6,26,135,20057,20057:135
5,26,113,10096,10096:113
11,26,81,20086,20086:81
35,26,63,10034,10034:63
-4,26,135,20011,20011:135
13,26,33,20017,20017:33
-20,26,113,10083,10083:113
13,26,69,10005,10005:69
3,26,37,10080,10080:37
11,26,2,20020,20020:2
0,26,2,10083,10083:2
0,26,129,10088,10088:129
19,26,2,10064,10064:2
1,26,55,10113,10113:55
11,26,135,10101,10101:135
0,26,113,10052,10052:113
-28,26,67,10034,10034:67
4,26,95,10112,10112:95
7,26,63,10039,10039:63
16,26,69,10101,10101:69
26,26,37,10067,10067:37
4,26,69,10112,10112:69
2,26,74,10090,10090:74
19,26,14,10027,10027:14
32,26,41,10012,10012:41
3,26,129,10133,10133:129
-2,26,2,10010,10010:2
16,26,113,10071,10071:113
10,26,135,10090,10090:135
15,26,27,10110,10110:27
7,26,99,20026,20026:99
0,26,81,20077,20077:81
26,26,121,20067,20067:121
2,26,95,20051,20051:95
-16,26,131,20011,20011:131
-4,26,129,10030,10030:129
16,26,115,20086,20086:115
2,26,95,10098,10098:95
50,26,2,10112,10112:2
19,26,45,10062,10062:45
16,26,99,10061,10061:99
35,26,121,20085,20085:121
50,26,67,10074,10074:67
20,26,53,10083,10083:53
17,26,67,20006,20006:67
-3,26,99,10018,10018:99
25,26,27,20042,20042:27
0,26,33,20032,20032:33
-4,26,37,10120,10120:37
28,26,55,10014,10014:55
34,26,69,10048,10048:69
39,26,69,10037,10037:69
3,26,14,10094,10094:14
0,26,10,20011,20011:10
8,26,105,10099,10099:105
-1,26,113,10030,10030:113
5,26,129,10067,10067:129
29,26,37,20042,20042:37
11,26,85,10090,10090:85
2,26,27,10059,10059:27
20,26,69,20032,20032:69
-1,26,115,10006,10006:115
18,26,37,20057,20057:37
0,26,2,10082,10082:2
20,26,69,10033,10033:69
-4,26,113,10088,10088:113
-29,26,121,10005,10005:121
50,26,45,10066,10066:45
-1,26,55,20048,20048:55
6,26,77,10019,10019:77
19,26,45,20042,20042:45
-20,26,67,10032,10032:67
35,26,14,20055,20055:14
13,26,83,10052,10052:83
3,26,69,20023,20023:69
8,26,115,10090,10090:115
1,26,63,10024,10024:63
21,26,105,20016,20016:105
-15,26,105,20004,20004:105
12,26,2,10055,10055:2
-4,26,81,20080,20080:81
1,26,81,10021,10021:81
34,26,41,10045,10045:41
29,26,37,10056,10056:37
50,26,45,10050,10050:45
-2,26,41,10034,10034:41
11,26,121,10061,10061:121
8,26,53,20040,20040:53
-2,26,129,10012,10012:129
0,26,105,10011,10011:105
-1,26,115,10042,10042:115
-6,26,81,20081,20081:81
-41,26,63,20039,20039:63
1,26,45,10044,10044:45
0,26,131,20035,20035:131
0,26,113,20048,20048:113
-6,26,131,10015,10015:131
4,26,10,20009,20009:10
28,26,129,10047,10047:129
-21,26,135,10102,10102:135
0,26,105,20066,20066:105
0,26,99,10025,10025:99
31,26,129,10051,10051:129
19,26,135,10117,10117:135
2,26,41,20046,20046:41
1,26,33,10074,10074:33
-1,26,121,20009,20009:121
20,26,85,10035,10035:85
-7,26,55,20023,20023:55
50,26,63,10059,10059:63
16,26,105,10020,10020:105
18,26,67,10040,10040:67
-32,26,77,10102,10102:77
4,26,67,10077,10077:67
49,26,2,10111,10111:2
33,26,69,10078,10078:69
0,26,10,10109,10109:10
11,26,81,10020,10020:81
1,26,41,10125,10125:41
0,26,95,20082,20082:95
3,26,27,10029,10029:27
48,26,63,10065,10065:63
23,26,55,10090,10090:55
-1,26,129,10117,10117:129
0,26,115,20035,20035:115
-1,26,14,10037,10037:14
30,26,74,10088,10088:74
-2,26,83,10010,10010:83
0,26,74,20065,20065:74
0,26,41,10001,10001:41
20,26,131,10075,10075:131
21,26,27,10020,10020:27
0,26,45,10042,10042:45
42,26,77,10047,10047:77
0,26,95,10110,10110:95
39,26,2,10113,10113:2
1,26,10,20077,20077:10
-33,26,129,10101,10101:129
50,26,77,10059,10059:77
-4,26,131,10018,10018:131
-4,26,135,20036,20036:135
3,26,131,10064,10064:131
-2,26,131,10050,10050:131
42,26,113,10078,10078:113
32,26,81,10087,10087:81
-17,26,37,10059,10059:37
-3,26,83,10067,10067:83
0,26,113,20046,20046:113
-6,26,121,20025,20025:121
8,26,74,10085,10085:74
11,26,129,20042,20042:129
0,26,63,20081,20081:63
17,26,135,10021,10021:135
28,26,67,10015,10015:67
15,26,131,20046,20046:131
-12,26,74,10027,10027:74
-1,26,10,10100,10100:10
0,26,63,20014,20014:63
34,26,105,10051,10051:105
-5,26,41,10097,10097:41
0,26,45,10035,10035:45
7,26,131,10090,10090:131
-3,26,115,20051,20051:115
17,26,83,20056,20056:83
17,26,105,10125,10125:105
13,26,105,10109,10109:105
2,26,53,10088,10088:53
-2,26,77,20063,20063:77
-1,26,10,10102,10102:10
1,26,2,20037,20037:2
8,26,53,20009,20009:53
21,26,135,10110,10110:135
1,26,95,10002,10002:95
-10,26,69,20073,20073:69
0,26,37,10025,10025:37
11,26,14,10103,10103:14
50,26,63,20022,20022:63
0,26,81,20011,20011:81
24,26,77,20024,20024:77
-1,26,10,10009,10009:10
-1,26,99,20037,20037:99
50,26,33,10108,10108:33
0,26,45,20035,20035:45
-13,26,67,10096,10096:67
20,26,45,20023,20023:45
3,26,45,20008,20008:45
27,26,113,10097,10097:113
29,26,115,10066,10066:115
-7,26,10,10050,10050:10
7,26,131,10133,10133:131
4,26,74,10067,10067:74
0,26,2,10005,10005:2
-42,26,115,10101,10101:115
26,26,105,10089,10089:105
0,26,55,10100,10100:55
18,26,121,20037,20037:121
29,26,2,10044,10044:2
-2,26,74,10115,10115:74
40,26,105,20083,20083:105
25,26,41,20089,20089:41
50,26,99,10112,10112:99
20,26,14,10132,10132:14
45,26,55,10064,10064:55
-6,26,135,10020,10020:135
2,26,81,10026,10026:81
3,26,113,10064,10064:113
3,26,14,20077,20077:14
50,26,85,10052,10052:85
-1,26,69,10067,10067:69
2,26,63,10076,10076:63
43,26,53,10043,10043:53
1,26,81,10110,10110:81
-8,26,85,20004,20004:85
2,26,27,20077,20077:27
0,26,14,10125,10125:14
0,26,55,20081,20081:55
4,26,105,20028,20028:105
-19,26,74,10024,10024:74
36,26,83,10047,10047:83
0,26,10,10076,10076:10
50,26,45,20006,20006:45
15,26,14,10071,10071:14
0,26,121,20035,20035:121
-1,26,105,10059,10059:105
2,26,33,10060,10060:33
12,26,63,10045,10045:63
2,26,81,10113,10113:81
21,26,135,10125,10125:135
18,26,77,10035,10035:77
0,26,10,20023,20023:10
24,26,55,10026,10026:55
0,26,95,20075,20075:95
32,26,95,10120,10120:95
0,26,99,20065,20065:99
-11,26,27,10094,10094:27
50,26,2,10045,10045:2
-9,26,129,10113,10113:129
18,26,41,20054,20054:41
36,26,95,10039,10039:95
0,26,27,20082,20082:27
10,26,41,20026,20026:41
-9,26,27,10006,10006:27
-17,26,2,10101,10101:2
-2,26,113,20068,20068:113
-2,26,33,10046,10046:33
2,26,53,10103,10103:53
-26,26,67,10035,10035:67
23,26,99,10041,10041:99
0,26,27,20087,20087:27
0,26,53,20065,20065:53
-50,26,115,10083,10083:115
42,26,105,20048,20048:105
4,26,55,20009,20009:55
3,26,113,10076,10076:113
-3,26,115,10104,10104:115
2,26,55,10018,10018:55
2,26,37,20025,20025:37
0,26,129,10036,10036:129
11,26,95,10131,10131:95
15,26,131,10020,10020:131
22,26,77,10041,10041:77
-34,26,67,10059,10059:67
25,26,129,10131,10131:129
10,26,10,10067,10067:10
0,26,77,10027,10027:77
-1,26,27,10055,10055:27
-1,26,95,10011,10011:95
1,26,37,10074,10074:37
-9,26,99,20011,20011:99
0,26,115,20087,20087:115
6,26,113,10004,10004:113
-27,26,77,10131,10131:77
0,26,113,10021,10021:113
11,26,129,10071,10071:129
8,26,129,10004,10004:129
0,26,113,20087,20087:113
-2,26,131,10046,10046:131
-19,26,33,20016,20016:33
2,26,41,10113,10113:41
0,26,115,20046,20046:115
4,26,129,20067,20067:129
17,26,105,10058,10058:105
-13,26,81,10071,10071:81
-15,26,135,20010,20010:135
50,26,74,10120,10120:74
0,26,113,20056,20056:113
2,26,77,10077,10077:77
28,26,129,10064,10064:129
34,26,14,10117,10117:14
8,26,99,10019,10019:99
-33,26,74,10059,10059:74
9,26,99,10090,10090:99
19,26,81,10064,10064:81
48,26,14,20088,20088:14
-7,26,63,10032,10032:63
-11,26,2,10094,10094:2
0,26,81,20056,20056:81
50,26,41,10080,10080:41
5,26,63,20069,20069:63
-2,26,105,10037,10037:105
31,26,115,10029,10029:115
-4,26,14,10004,10004:14
-2,26,37,10034,10034:37
-1,26,33,10026,10026:33
34,26,81,10119,10119:81
-1,26,113,10104,10104:113
-2,26,69,10006,10006:69
7,26,67,20075,20075:67
-24,26,95,10083,10083:95
50,26,37,10021,10021:37
14,26,27,10061,10061:27
-2,26,10,10011,10011:10
-2,26,74,10029,10029:74
0,26,55,20037,20037:55
-13,26,129,10018,10018:129
2,26,83,10110,10110:83
-4,26,135,10108,10108:135
28,26,37,10051,10051:37
2,26,33,10110,10110:33
-13,26,99,10105,10105:99
50,26,129,10091,10091:129
1,26,99,10113,10113:99
47,26,27,10114,10114:27
2,26,83,10028,10028:83
50,26,14,10052,10052:14
50,26,33,20067,20067:33
38,26,77,10110,10110:77
0,26,83,10104,10104:83
48,26,10,10113,10113:10
-2,26,67,10104,10104:67
7,26,37,10099,10099:37
50,26,77,10015,10015:77
1,26,67,10090,10090:67
34,26,63,10064,10064:63
0,26,105,10039,10039:105
-13,26,81,10131,10131:81
8,26,115,20068,20068:115
-2,26,135,10012,10012:135
19,26,83,10049,10049:83
1,26,41,10132,10132:41
-20,26,95,20080,20080:95
17,26,45,10055,10055:45
3,26,95,20056,20056:95
2,26,135,10066,10066:135
0,26,77,20065,20065:77
0,26,74,20075,20075:74
0,26,113,20084,20084:113
4,26,99,10098,10098:99
0,26,41,20087,20087:41
-6,26,81,20069,20069:81
0,26,95,20063,20063:95
15,26,77,10096,10096:77
25,26,135,10075,10075:135
-18,26,131,10004,10004:131
-49,26,135,10005,10005:135
-2,26,95,10012,10012:95
2,26,81,20078,20078:81
-9,26,83,20082,20082:83
39,26,55,10046,10046:55
1,26,105,10044,10044:105
4,26,53,10113,10113:53
0,26,131,10036,10036:131
0,26,10,10064,10064:10
0,26,37,20021,20021:37
-11,26,77,10012,10012:77
-1,26,53,10011,10011:53
30,26,115,10071,10071:115
5,26,105,10086,10086:105
3,26,14,10086,10086:14
19,26,69,10103,10103:69
50,26,69,10015,10015:69
15,26,27,10074,10074:27
-4,26,37,10005,10005:37
-1,26,2,10028,10028:2
23,26,135,10122,10122:135
27,26,81,10051,10051:81
3,26,45,20090,20090:45
0,26,129,10008,10008:129
-24,26,2,20086,20086:2
2,26,121,20054,20054:121
-50,26,63,10015,10015:63
-7,26,55,10087,10087:55
11,26,129,10062,10062:129
34,26,113,20085,20085:113
2,26,121,10029,10029:121
25,26,129,10052,10052:129
0,26,129,20019,20019:129
0,26,99,10115,10115:99
0,26,105,10087,10087:105
16,26,67,10051,10051:67
28,26,10,20055,20055:10
1,26,131,20065,20065:131
11,26,74,10096,10096:74
-3,26,121,10027,10027:121
1,26,53,10116,10116:53
-5,26,33,10088,10088:33
13,26,129,20057,20057:129
-2,26,85,10006,10006:85
28,26,121,20089,20089:121
45,26,53,20067,20067:53
