a,g,item,resp,id,b,s,m,r2
23,F,S3DoCurse,no,180,curse,self,do,N
16,M,S3DoCurse,no,181,curse,self,do,N
18,F,S3DoCurse,no,182,curse,self,do,N
12,F,S3DoCurse,perhaps,183,curse,self,do,Y
17,F,S3DoCurse,no,184,curse,self,do,N
21,F,S3DoCurse,yes,185,curse,self,do,Y
21,F,S3DoCurse,no,186,curse,self,do,N
16,F,S3DoCurse,no,187,curse,self,do,N
19,M,S3DoCurse,yes,188,curse,self,do,Y
19,M,S3DoCurse,perhaps,189,curse,self,do,Y
13,M,S3DoCurse,no,190,curse,self,do,N
31,M,S3DoCurse,no,191,curse,self,do,N
23,F,S3DoCurse,no,192,curse,self,do,N
25,F,S3DoCurse,no,193,curse,self,do,N
19,F,S3DoCurse,no,194,curse,self,do,N
11,F,S3DoCurse,perhaps,195,curse,self,do,Y
28,F,S3DoCurse,no,196,curse,self,do,N
27,F,S3DoCurse,no,197,curse,self,do,N
16,M,S3DoCurse,no,198,curse,self,do,N
16,M,S3DoCurse,no,199,curse,self,do,N
16,F,S3DoCurse,perhaps,200,curse,self,do,Y
13,F,S3DoCurse,no,201,curse,self,do,N
21,M,S3DoCurse,no,202,curse,self,do,N
19,M,S3DoCurse,yes,203,curse,self,do,Y
20,F,S3DoCurse,perhaps,204,curse,self,do,Y
13,M,S3DoCurse,no,205,curse,self,do,N
15,M,S3DoCurse,perhaps,206,curse,self,do,Y
14,F,S3DoCurse,perhaps,207,curse,self,do,Y
15,F,S3DoCurse,no,208,curse,self,do,N
23,M,S3DoCurse,perhaps,209,curse,self,do,Y
13,M,S3DoCurse,perhaps,210,curse,self,do,Y
21,M,S3DoCurse,no,211,curse,self,do,N
19,F,S3DoCurse,perhaps,212,curse,self,do,Y
23,F,S3DoCurse,perhaps,213,curse,self,do,Y
20,M,S3DoCurse,perhaps,214,curse,self,do,Y
19,M,S3DoCurse,perhaps,215,curse,self,do,Y
14,F,S3DoCurse,no,216,curse,self,do,N
18,M,S3DoCurse,perhaps,217,curse,self,do,Y
22,M,S3DoCurse,perhaps,218,curse,self,do,Y
23,M,S3DoCurse,perhaps,219,curse,self,do,Y
24,M,S3DoCurse,perhaps,220,curse,self,do,Y
20,F,S3DoCurse,no,221,curse,self,do,N
22,F,S3DoCurse,perhaps,222,curse,self,do,Y
19,F,S3DoCurse,no,223,curse,self,do,N
19,F,S3DoCurse,no,224,curse,self,do,N
11,M,S3DoCurse,yes,225,curse,self,do,Y
26,F,S3DoCurse,yes,226,curse,self,do,Y
19,F,S3DoCurse,no,227,curse,self,do,N
11,M,S3DoCurse,perhaps,228,curse,self,do,Y
13,F,S3DoCurse,no,229,curse,self,do,N
19,F,S3DoCurse,perhaps,230,curse,self,do,Y
17,F,S3DoCurse,yes,231,curse,self,do,Y
16,M,S3DoCurse,no,232,curse,self,do,N
18,F,S3DoCurse,perhaps,233,curse,self,do,Y
27,M,S3DoCurse,no,234,curse,self,do,N
18,F,S3DoCurse,perhaps,235,curse,self,do,Y
17,F,S3DoCurse,no,236,curse,self,do,N
20,F,S3DoCurse,no,237,curse,self,do,N
18,F,S3DoCurse,no,238,curse,self,do,N
14,F,S3DoCurse,no,239,curse,self,do,N
17,F,S3DoCurse,no,240,curse,self,do,N
18,F,S3DoCurse,no,241,curse,self,do,N
15,F,S3DoCurse,perhaps,242,curse,self,do,Y
18,F,S3DoCurse,no,243,curse,self,do,N
27,F,S3DoCurse,no,244,curse,self,do,N
22,F,S3DoCurse,no,245,curse,self,do,N
18,F,S3DoCurse,no,246,curse,self,do,N
30,M,S3DoCurse,no,247,curse,self,do,N
13,F,S3DoCurse,no,248,curse,self,do,N
22,M,S3DoCurse,no,249,curse,self,do,N
19,F,S3DoCurse,yes,250,curse,self,do,Y
13,F,S3DoCurse,no,251,curse,self,do,N
34,F,S3DoCurse,yes,252,curse,self,do,Y
19,F,S3DoCurse,perhaps,253,curse,self,do,Y
23,M,S3DoCurse,perhaps,254,curse,self,do,Y
21,F,S3DoCurse,no,255,curse,self,do,N
18,F,S3DoCurse,no,256,curse,self,do,N
18,F,S3DoCurse,perhaps,257,curse,self,do,Y
15,M,S3DoCurse,no,258,curse,self,do,N
21,M,S3DoCurse,perhaps,259,curse,self,do,Y
26,F,S3DoCurse,perhaps,260,curse,self,do,Y
19,F,S3DoCurse,no,261,curse,self,do,N
34,F,S3DoCurse,yes,262,curse,self,do,Y
20,F,S3DoCurse,perhaps,263,curse,self,do,Y
21,F,S3DoCurse,yes,264,curse,self,do,Y
26,F,S3DoCurse,perhaps,265,curse,self,do,Y
23,F,S3DoCurse,perhaps,266,curse,self,do,Y
14,F,S3DoCurse,no,267,curse,self,do,N
23,F,S3DoCurse,no,268,curse,self,do,N
17,F,S3DoCurse,no,269,curse,self,do,N
18,F,S3DoCurse,perhaps,270,curse,self,do,Y
19,F,S3DoCurse,perhaps,271,curse,self,do,Y
25,F,S3DoCurse,yes,272,curse,self,do,Y
20,M,S3DoCurse,no,273,curse,self,do,N
26,F,S3DoCurse,yes,274,curse,self,do,Y
21,F,S3DoCurse,perhaps,275,curse,self,do,Y
15,F,S3DoCurse,perhaps,276,curse,self,do,Y
18,F,S3DoCurse,no,277,curse,self,do,N
21,F,S3DoCurse,perhaps,278,curse,self,do,Y
17,F,S3DoCurse,no,279,curse,self,do,N
15,F,S3DoCurse,no,280,curse,self,do,N
22,F,S3DoCurse,perhaps,281,curse,self,do,Y
19,M,S3DoCurse,perhaps,282,curse,self,do,Y
19,M,S3DoCurse,perhaps,283,curse,self,do,Y
18,F,S3DoCurse,no,284,curse,self,do,N
18,F,S3DoCurse,perhaps,285,curse,self,do,Y
16,M,S3DoCurse,no,286,curse,self,do,N
22,F,S3DoCurse,no,287,curse,self,do,N
19,F,S3DoCurse,yes,288,curse,self,do,Y
25,F,S3DoCurse,yes,289,curse,self,do,Y
17,M,S3DoCurse,perhaps,290,curse,self,do,Y
30,F,S3DoCurse,perhaps,291,curse,self,do,Y
29,F,S3DoCurse,no,292,curse,self,do,N
27,F,S3DoCurse,perhaps,293,curse,self,do,Y
18,F,S3DoCurse,perhaps,294,curse,self,do,Y
27,F,S3DoCurse,no,295,curse,self,do,N
31,F,S3DoCurse,no,296,curse,self,do,N
19,F,S3DoCurse,no,297,curse,self,do,N
18,M,S3DoCurse,perhaps,298,curse,self,do,Y
17,F,S3DoCurse,no,299,curse,self,do,N
15,F,S3DoCurse,no,300,curse,self,do,N
20,F,S3DoCurse,no,301,curse,self,do,N
24,F,S3DoCurse,no,302,curse,self,do,N
12,M,S3DoCurse,yes,303,curse,self,do,Y
16,M,S3DoCurse,perhaps,304,curse,self,do,Y
20,F,S3DoCurse,perhaps,305,curse,self,do,Y
33,M,S3DoCurse,perhaps,306,curse,self,do,Y
17,F,S3DoCurse,no,307,curse,self,do,N
13,F,S3DoCurse,perhaps,308,curse,self,do,Y
14,F,S3DoCurse,perhaps,309,curse,self,do,Y
23,F,S3DoCurse,perhaps,310,curse,self,do,Y
24,M,S3DoCurse,perhaps,311,curse,self,do,Y
17,M,S3DoCurse,perhaps,312,curse,self,do,Y
20,F,S3DoCurse,perhaps,313,curse,self,do,Y
25,F,S3DoCurse,no,314,curse,self,do,N
23,F,S3DoCurse,perhaps,315,curse,self,do,Y
12,F,S3DoCurse,no,316,curse,self,do,N
20,M,S3DoScold,no,1,scold,self,do,N
11,M,S3DoScold,no,2,scold,self,do,N
17,F,S3DoScold,no,3,scold,self,do,N
21,F,S3DoScold,no,4,scold,self,do,N
17,F,S3DoScold,no,5,scold,self,do,N
21,F,S3DoScold,no,6,scold,self,do,N
39,F,S3DoScold,no,7,scold,self,do,N
21,F,S3DoScold,no,8,scold,self,do,N
24,F,S3DoScold,no,9,scold,self,do,N
16,F,S3DoScold,no,10,scold,self,do,N
15,F,S3DoScold,no,11,scold,self,do,N
18,F,S3DoScold,yes,12,scold,self,do,Y
36,M,S3DoScold,no,13,scold,self,do,N
22,M,S3DoScold,perhaps,14,scold,self,do,Y
16,F,S3DoScold,no,15,scold,self,do,N
18,F,S3DoScold,no,16,scold,self,do,N
23,F,S3DoScold,perhaps,17,scold,self,do,Y
16,F,S3DoScold,no,18,scold,self,do,N
21,F,S3DoScold,no,19,scold,self,do,N
25,F,S3DoScold,no,20,scold,self,do,N
22,F,S3DoScold,no,21,scold,self,do,N
15,F,S3DoScold,yes,22,scold,self,do,Y
26,F,S3DoScold,yes,23,scold,self,do,Y
13,F,S3DoScold,no,24,scold,self,do,N
33,F,S3DoScold,no,25,scold,self,do,N
17,F,S3DoScold,no,26,scold,self,do,N
17,F,S3DoScold,no,27,scold,self,do,N
22,F,S3DoScold,no,28,scold,self,do,N
21,M,S3DoScold,no,29,scold,self,do,N
17,F,S3DoScold,perhaps,30,scold,self,do,Y
19,F,S3DoScold,no,31,scold,self,do,N
18,M,S3DoScold,no,32,scold,self,do,N
33,M,S3DoScold,perhaps,33,scold,self,do,Y
19,F,S3DoScold,no,34,scold,self,do,N
25,F,S3DoScold,no,35,scold,self,do,N
17,F,S3DoScold,yes,36,scold,self,do,Y
12,F,S3DoScold,no,37,scold,self,do,N
14,F,S3DoScold,no,38,scold,self,do,N
25,M,S3DoScold,no,39,scold,self,do,N
22,M,S3DoScold,no,40,scold,self,do,N
20,F,S3DoScold,no,41,scold,self,do,N
25,F,S3DoScold,perhaps,42,scold,self,do,Y
12,F,S3DoScold,no,43,scold,self,do,N
16,F,S3DoScold,no,44,scold,self,do,N
23,F,S3DoScold,no,45,scold,self,do,N
19,F,S3DoScold,no,46,scold,self,do,N
22,F,S3DoScold,yes,47,scold,self,do,Y
15,F,S3DoScold,no,48,scold,self,do,N
25,F,S3DoScold,perhaps,49,scold,self,do,Y
35,F,S3DoScold,no,50,scold,self,do,N
24,F,S3DoScold,no,51,scold,self,do,N
24,F,S3DoScold,perhaps,52,scold,self,do,Y
13,F,S3DoScold,perhaps,53,scold,self,do,Y
26,F,S3DoScold,no,54,scold,self,do,N
25,F,S3DoScold,perhaps,55,scold,self,do,Y
20,F,S3DoScold,perhaps,56,scold,self,do,Y
27,F,S3DoScold,no,57,scold,self,do,N
19,F,S3DoScold,perhaps,58,scold,self,do,Y
15,M,S3DoScold,no,59,scold,self,do,N
18,F,S3DoScold,no,60,scold,self,do,N
26,F,S3DoScold,no,61,scold,self,do,N
26,F,S3DoScold,perhaps,62,scold,self,do,Y
23,F,S3DoScold,no,63,scold,self,do,N
20,F,S3DoScold,no,64,scold,self,do,N
18,F,S3DoScold,no,65,scold,self,do,N
30,F,S3DoScold,no,66,scold,self,do,N
24,F,S3DoScold,no,67,scold,self,do,N
22,F,S3DoScold,perhaps,68,scold,self,do,Y
19,F,S3DoScold,no,69,scold,self,do,N
13,F,S3DoScold,perhaps,70,scold,self,do,Y
17,F,S3DoScold,no,71,scold,self,do,N
29,F,S3DoScold,no,72,scold,self,do,N
12,F,S3DoScold,no,73,scold,self,do,N
19,F,S3DoScold,perhaps,74,scold,self,do,Y
23,F,S3DoScold,no,75,scold,self,do,N
11,F,S3DoScold,no,76,scold,self,do,N
18,F,S3DoScold,no,77,scold,self,do,N
22,F,S3DoScold,no,78,scold,self,do,N
22,M,S3DoScold,no,79,scold,self,do,N
19,M,S3DoScold,perhaps,80,scold,self,do,Y
19,M,S3DoScold,no,81,scold,self,do,N
21,F,S3DoScold,perhaps,82,scold,self,do,Y
25,F,S3DoScold,perhaps,83,scold,self,do,Y
19,F,S3DoScold,no,84,scold,self,do,N
26,F,S3DoScold,no,85,scold,self,do,N
18,F,S3DoScold,no,86,scold,self,do,N
20,F,S3DoScold,perhaps,87,scold,self,do,Y
17,F,S3DoScold,no,88,scold,self,do,N
17,M,S3DoScold,no,89,scold,self,do,N
16,F,S3DoScold,no,90,scold,self,do,N
22,F,S3DoScold,no,91,scold,self,do,N
16,F,S3DoScold,no,92,scold,self,do,N
19,M,S3DoScold,no,93,scold,self,do,N
20,M,S3DoScold,no,94,scold,self,do,N
22,F,S3DoScold,no,95,scold,self,do,N
18,F,S3DoScold,no,96,scold,self,do,N
26,F,S3DoScold,no,97,scold,self,do,N
23,F,S3DoScold,no,98,scold,self,do,N
15,F,S3DoScold,no,99,scold,self,do,N
18,F,S3DoScold,no,100,scold,self,do,N
27,F,S3DoScold,no,101,scold,self,do,N
21,F,S3DoScold,no,102,scold,self,do,N
21,F,S3DoScold,perhaps,103,scold,self,do,Y
15,F,S3DoScold,no,104,scold,self,do,N
17,F,S3DoScold,no,105,scold,self,do,N
15,F,S3DoScold,no,106,scold,self,do,N
23,F,S3DoScold,no,107,scold,self,do,N
23,F,S3DoScold,perhaps,108,scold,self,do,Y
19,F,S3DoScold,no,109,scold,self,do,N
21,F,S3DoScold,no,110,scold,self,do,N
18,F,S3DoScold,no,111,scold,self,do,N
18,F,S3DoScold,no,112,scold,self,do,N
16,F,S3DoScold,perhaps,113,scold,self,do,Y
20,F,S3DoScold,no,114,scold,self,do,N
24,F,S3DoScold,no,115,scold,self,do,N
26,F,S3DoScold,no,116,scold,self,do,N
20,F,S3DoScold,no,117,scold,self,do,N
22,F,S3DoScold,no,118,scold,self,do,N
16,M,S3DoScold,no,119,scold,self,do,N
18,M,S3DoScold,no,120,scold,self,do,N
19,F,S3DoScold,no,121,scold,self,do,N
25,F,S3DoScold,no,122,scold,self,do,N
22,F,S3DoScold,no,123,scold,self,do,N
23,M,S3DoScold,yes,124,scold,self,do,Y
21,F,S3DoScold,no,125,scold,self,do,N
13,F,S3DoScold,no,126,scold,self,do,N
16,F,S3DoScold,no,127,scold,self,do,N
21,F,S3DoScold,no,128,scold,self,do,N
15,F,S3DoScold,no,129,scold,self,do,N
23,F,S3DoScold,yes,130,scold,self,do,Y
17,F,S3DoScold,no,131,scold,self,do,N
14,F,S3DoScold,perhaps,132,scold,self,do,Y
29,F,S3DoScold,no,133,scold,self,do,N
24,F,S3DoScold,no,134,scold,self,do,N
15,F,S3DoScold,no,135,scold,self,do,N
25,F,S3DoScold,no,136,scold,self,do,N
17,F,S3DoScold,no,137,scold,self,do,N
17,M,S3DoScold,perhaps,138,scold,self,do,Y
28,M,S3DoScold,perhaps,139,scold,self,do,Y
15,F,S3DoScold,no,140,scold,self,do,N
19,F,S3DoScold,no,141,scold,self,do,N
26,F,S3DoScold,no,142,scold,self,do,N
18,F,S3DoScold,no,143,scold,self,do,N
11,F,S3DoScold,no,144,scold,self,do,N
25,F,S3DoScold,perhaps,145,scold,self,do,Y
28,F,S3DoScold,no,146,scold,self,do,N
25,F,S3DoScold,no,147,scold,self,do,N
14,F,S3DoScold,no,148,scold,self,do,N
17,F,S3DoScold,no,149,scold,self,do,N
18,F,S3DoScold,no,150,scold,self,do,N
22,M,S3DoScold,perhaps,151,scold,self,do,Y
17,F,S3DoScold,no,152,scold,self,do,N
15,M,S3DoScold,no,153,scold,self,do,N
16,M,S3DoScold,perhaps,154,scold,self,do,Y
22,M,S3DoScold,no,155,scold,self,do,N
21,F,S3DoScold,no,156,scold,self,do,N
19,F,S3DoScold,no,157,scold,self,do,N
21,F,S3DoScold,yes,158,scold,self,do,Y
16,F,S3DoScold,no,159,scold,self,do,N
17,F,S3DoScold,no,160,scold,self,do,N
15,M,S3DoScold,no,161,scold,self,do,N
27,M,S3DoScold,no,162,scold,self,do,N
21,M,S3DoScold,no,163,scold,self,do,N
19,F,S3DoScold,no,164,scold,self,do,N
17,F,S3DoScold,no,165,scold,self,do,N
21,F,S3DoScold,no,166,scold,self,do,N
24,M,S3DoScold,no,167,scold,self,do,N
20,F,S3DoScold,no,168,scold,self,do,N
16,M,S3DoScold,no,169,scold,self,do,N
14,F,S3DoScold,no,170,scold,self,do,N
14,F,S3DoScold,no,171,scold,self,do,N
20,M,S3DoScold,no,172,scold,self,do,N
23,F,S3DoScold,no,173,scold,self,do,N
23,M,S3DoScold,no,174,scold,self,do,N
23,F,S3DoScold,no,175,scold,self,do,N
23,F,S3DoScold,no,176,scold,self,do,N
18,M,S3DoScold,perhaps,177,scold,self,do,Y
22,F,S3DoScold,no,178,scold,self,do,N
20,F,S3DoScold,no,179,scold,self,do,N
23,F,S3DoScold,no,180,scold,self,do,N
16,M,S3DoScold,no,181,scold,self,do,N
18,F,S3DoScold,no,182,scold,self,do,N
12,F,S3DoScold,no,183,scold,self,do,N
17,F,S3DoScold,no,184,scold,self,do,N
21,F,S3DoScold,no,185,scold,self,do,N
21,F,S3DoScold,no,186,scold,self,do,N
16,F,S3DoScold,no,187,scold,self,do,N
19,M,S3DoScold,no,188,scold,self,do,N
19,M,S3DoScold,no,189,scold,self,do,N
13,M,S3DoScold,no,190,scold,self,do,N
31,M,S3DoScold,no,191,scold,self,do,N
23,F,S3DoScold,no,192,scold,self,do,N
25,F,S3DoScold,no,193,scold,self,do,N
19,F,S3DoScold,no,194,scold,self,do,N
11,F,S3DoScold,perhaps,195,scold,self,do,Y
28,F,S3DoScold,no,196,scold,self,do,N
27,F,S3DoScold,no,197,scold,self,do,N
16,M,S3DoScold,yes,198,scold,self,do,Y
16,M,S3DoScold,yes,199,scold,self,do,Y
16,F,S3DoScold,no,200,scold,self,do,N
13,F,S3DoScold,no,201,scold,self,do,N
21,M,S3DoScold,no,202,scold,self,do,N
19,M,S3DoScold,perhaps,203,scold,self,do,Y
20,F,S3DoScold,no,204,scold,self,do,N
13,M,S3DoScold,no,205,scold,self,do,N
15,M,S3DoScold,no,206,scold,self,do,N
14,F,S3DoScold,perhaps,207,scold,self,do,Y
15,F,S3DoScold,no,208,scold,self,do,N
23,M,S3DoScold,perhaps,209,scold,self,do,Y
13,M,S3DoScold,perhaps,210,scold,self,do,Y
21,M,S3DoScold,no,211,scold,self,do,N
19,F,S3DoScold,no,212,scold,self,do,N
23,F,S3DoScold,no,213,scold,self,do,N
20,M,S3DoScold,no,214,scold,self,do,N
19,M,S3DoScold,perhaps,215,scold,self,do,Y
14,F,S3DoScold,no,216,scold,self,do,N
18,M,S3DoScold,perhaps,217,scold,self,do,Y
22,M,S3DoScold,perhaps,218,scold,self,do,Y
23,M,S3DoScold,perhaps,219,scold,self,do,Y
24,M,S3DoScold,no,220,scold,self,do,N
20,F,S3DoScold,no,221,scold,self,do,N
22,F,S3DoScold,perhaps,222,scold,self,do,Y
19,F,S3DoScold,no,223,scold,self,do,N
19,F,S3DoScold,no,224,scold,self,do,N
11,M,S3DoScold,yes,225,scold,self,do,Y
26,F,S3DoScold,no,226,scold,self,do,N
19,F,S3DoScold,no,227,scold,self,do,N
11,M,S3DoScold,no,228,scold,self,do,N
13,F,S3DoScold,no,229,scold,self,do,N
19,F,S3DoScold,no,230,scold,self,do,N
17,F,S3DoScold,no,231,scold,self,do,N
16,M,S3DoScold,no,232,scold,self,do,N
18,F,S3DoScold,perhaps,233,scold,self,do,Y
27,M,S3DoScold,no,234,scold,self,do,N
18,F,S3DoScold,perhaps,235,scold,self,do,Y
17,F,S3DoScold,no,236,scold,self,do,N
20,F,S3DoScold,no,237,scold,self,do,N
18,F,S3DoScold,no,238,scold,self,do,N
14,F,S3DoScold,no,239,scold,self,do,N
17,F,S3DoScold,no,240,scold,self,do,N
18,F,S3DoScold,no,241,scold,self,do,N
15,F,S3DoScold,perhaps,242,scold,self,do,Y
18,F,S3DoScold,no,243,scold,self,do,N
27,F,S3DoScold,no,244,scold,self,do,N
22,F,S3DoScold,no,245,scold,self,do,N
18,F,S3DoScold,no,246,scold,self,do,N
30,M,S3DoScold,perhaps,247,scold,self,do,Y
13,F,S3DoScold,no,248,scold,self,do,N
22,M,S3DoScold,no,249,scold,self,do,N
19,F,S3DoScold,perhaps,250,scold,self,do,Y
13,F,S3DoScold,no,251,scold,self,do,N
34,F,S3DoScold,yes,252,scold,self,do,Y
19,F,S3DoScold,no,253,scold,self,do,N
23,M,S3DoScold,no,254,scold,self,do,N
21,F,S3DoScold,no,255,scold,self,do,N
18,F,S3DoScold,no,256,scold,self,do,N
18,F,S3DoScold,no,257,scold,self,do,N
15,M,S3DoScold,no,258,scold,self,do,N
21,M,S3DoScold,no,259,scold,self,do,N
26,F,S3DoScold,perhaps,260,scold,self,do,Y
19,F,S3DoScold,no,261,scold,self,do,N
34,F,S3DoScold,yes,262,scold,self,do,Y
20,F,S3DoScold,perhaps,263,scold,self,do,Y
21,F,S3DoScold,no,264,scold,self,do,N
26,F,S3DoScold,perhaps,265,scold,self,do,Y
23,F,S3DoScold,no,266,scold,self,do,N
14,F,S3DoScold,no,267,scold,self,do,N
23,F,S3DoScold,no,268,scold,self,do,N
17,F,S3DoScold,no,269,scold,self,do,N
18,F,S3DoScold,no,270,scold,self,do,N
19,F,S3DoScold,perhaps,271,scold,self,do,Y
25,F,S3DoScold,perhaps,272,scold,self,do,Y
20,M,S3DoScold,no,273,scold,self,do,N
26,F,S3DoScold,perhaps,274,scold,self,do,Y
21,F,S3DoScold,perhaps,275,scold,self,do,Y
15,F,S3DoScold,no,276,scold,self,do,N
18,F,S3DoScold,no,277,scold,self,do,N
21,F,S3DoScold,perhaps,278,scold,self,do,Y
17,F,S3DoScold,no,279,scold,self,do,N
15,F,S3DoScold,no,280,scold,self,do,N
22,F,S3DoScold,perhaps,281,scold,self,do,Y
19,M,S3DoScold,no,282,scold,self,do,N
19,M,S3DoScold,perhaps,283,scold,self,do,Y
18,F,S3DoScold,no,284,scold,self,do,N
18,F,S3DoScold,yes,285,scold,self,do,Y
16,M,S3DoScold,perhaps,286,scold,self,do,Y
22,F,S3DoScold,no,287,scold,self,do,N
19,F,S3DoScold,no,288,scold,self,do,N
25,F,S3DoScold,no,289,scold,self,do,N
17,M,S3DoScold,no,290,scold,self,do,N
30,F,S3DoScold,no,291,scold,self,do,N
29,F,S3DoScold,no,292,scold,self,do,N
27,F,S3DoScold,no,293,scold,self,do,N
18,F,S3DoScold,no,294,scold,self,do,N
27,F,S3DoScold,no,295,scold,self,do,N
31,F,S3DoScold,no,296,scold,self,do,N
19,F,S3DoScold,no,297,scold,self,do,N
18,M,S3DoScold,no,298,scold,self,do,N
17,F,S3DoScold,no,299,scold,self,do,N
15,F,S3DoScold,yes,300,scold,self,do,Y
20,F,S3DoScold,no,301,scold,self,do,N
24,F,S3DoScold,no,302,scold,self,do,N
12,M,S3DoScold,perhaps,303,scold,self,do,Y
16,M,S3DoScold,perhaps,304,scold,self,do,Y
20,F,S3DoScold,perhaps,305,scold,self,do,Y
33,M,S3DoScold,yes,306,scold,self,do,Y
17,F,S3DoScold,no,307,scold,self,do,N
13,F,S3DoScold,no,308,scold,self,do,N
14,F,S3DoScold,perhaps,309,scold,self,do,Y
23,F,S3DoScold,perhaps,310,scold,self,do,Y
24,M,S3DoScold,perhaps,311,scold,self,do,Y
17,M,S3DoScold,no,312,scold,self,do,N
20,F,S3DoScold,no,313,scold,self,do,N
25,F,S3DoScold,no,314,scold,self,do,N
23,F,S3DoScold,no,315,scold,self,do,N
12,F,S3DoScold,no,316,scold,self,do,N
20,M,S3DoShout,no,1,shout,self,do,N
11,M,S3DoShout,no,2,shout,self,do,N
17,F,S3DoShout,no,3,shout,self,do,N
21,F,S3DoShout,no,4,shout,self,do,N
17,F,S3DoShout,no,5,shout,self,do,N
21,F,S3DoShout,no,6,shout,self,do,N
39,F,S3DoShout,no,7,shout,self,do,N
21,F,S3DoShout,no,8,shout,self,do,N
24,F,S3DoShout,perhaps,9,shout,self,do,Y
16,F,S3DoShout,no,10,shout,self,do,N
15,F,S3DoShout,no,11,shout,self,do,N
18,F,S3DoShout,no,12,shout,self,do,N
36,M,S3DoShout,no,13,shout,self,do,N
22,M,S3DoShout,no,14,shout,self,do,N
16,F,S3DoShout,no,15,shout,self,do,N
18,F,S3DoShout,no,16,shout,self,do,N
23,F,S3DoShout,perhaps,17,shout,self,do,Y
16,F,S3DoShout,no,18,shout,self,do,N
21,F,S3DoShout,no,19,shout,self,do,N
25,F,S3DoShout,no,20,shout,self,do,N
22,F,S3DoShout,no,21,shout,self,do,N
15,F,S3DoShout,no,22,shout,self,do,N
26,F,S3DoShout,no,23,shout,self,do,N
13,F,S3DoShout,no,24,shout,self,do,N
33,F,S3DoShout,no,25,shout,self,do,N
17,F,S3DoShout,no,26,shout,self,do,N
17,F,S3DoShout,no,27,shout,self,do,N
22,F,S3DoShout,perhaps,28,shout,self,do,Y
21,M,S3DoShout,no,29,shout,self,do,N
17,F,S3DoShout,no,30,shout,self,do,N
19,F,S3DoShout,no,31,shout,self,do,N
18,M,S3DoShout,perhaps,32,shout,self,do,Y
33,M,S3DoShout,no,33,shout,self,do,N
19,F,S3DoShout,no,34,shout,self,do,N
25,F,S3DoShout,no,35,shout,self,do,N
17,F,S3DoShout,yes,36,shout,self,do,Y
12,F,S3DoShout,no,37,shout,self,do,N
14,F,S3DoShout,no,38,shout,self,do,N
25,M,S3DoShout,no,39,shout,self,do,N
22,M,S3DoShout,no,40,shout,self,do,N
20,F,S3DoShout,perhaps,41,shout,self,do,Y
25,F,S3DoShout,no,42,shout,self,do,N
12,F,S3DoShout,no,43,shout,self,do,N
16,F,S3DoShout,no,44,shout,self,do,N
23,F,S3DoShout,no,45,shout,self,do,N
19,F,S3DoShout,no,46,shout,self,do,N
22,F,S3DoShout,no,47,shout,self,do,N
15,F,S3DoShout,no,48,shout,self,do,N
25,F,S3DoShout,no,49,shout,self,do,N
35,F,S3DoShout,no,50,shout,self,do,N
24,F,S3DoShout,no,51,shout,self,do,N
24,F,S3DoShout,no,52,shout,self,do,N
13,F,S3DoShout,perhaps,53,shout,self,do,Y
26,F,S3DoShout,no,54,shout,self,do,N
25,F,S3DoShout,no,55,shout,self,do,N
20,F,S3DoShout,perhaps,56,shout,self,do,Y
27,F,S3DoShout,no,57,shout,self,do,N
19,F,S3DoShout,perhaps,58,shout,self,do,Y
15,M,S3DoShout,no,59,shout,self,do,N
18,F,S3DoShout,no,60,shout,self,do,N
26,F,S3DoShout,yes,61,shout,self,do,Y
26,F,S3DoShout,no,62,shout,self,do,N
23,F,S3DoShout,no,63,shout,self,do,N
20,F,S3DoShout,perhaps,64,shout,self,do,Y
18,F,S3DoShout,no,65,shout,self,do,N
30,F,S3DoShout,no,66,shout,self,do,N
24,F,S3DoShout,no,67,shout,self,do,N
22,F,S3DoShout,perhaps,68,shout,self,do,Y
19,F,S3DoShout,no,69,shout,self,do,N
13,F,S3DoShout,no,70,shout,self,do,N
17,F,S3DoShout,perhaps,71,shout,self,do,Y
29,F,S3DoShout,no,72,shout,self,do,N
12,F,S3DoShout,no,73,shout,self,do,N
19,F,S3DoShout,no,74,shout,self,do,N
23,F,S3DoShout,no,75,shout,self,do,N
11,F,S3DoShout,no,76,shout,self,do,N
18,F,S3DoShout,no,77,shout,self,do,N
22,F,S3DoShout,no,78,shout,self,do,N
22,M,S3DoShout,no,79,shout,self,do,N
19,M,S3DoShout,no,80,shout,self,do,N
19,M,S3DoShout,no,81,shout,self,do,N
21,F,S3DoShout,no,82,shout,self,do,N
25,F,S3DoShout,no,83,shout,self,do,N
19,F,S3DoShout,no,84,shout,self,do,N
26,F,S3DoShout,no,85,shout,self,do,N
18,F,S3DoShout,no,86,shout,self,do,N
20,F,S3DoShout,no,87,shout,self,do,N
17,F,S3DoShout,no,88,shout,self,do,N
17,M,S3DoShout,no,89,shout,self,do,N
16,F,S3DoShout,no,90,shout,self,do,N
22,F,S3DoShout,no,91,shout,self,do,N
16,F,S3DoShout,perhaps,92,shout,self,do,Y
19,M,S3DoShout,no,93,shout,self,do,N
20,M,S3DoShout,no,94,shout,self,do,N
22,F,S3DoShout,no,95,shout,self,do,N
18,F,S3DoShout,no,96,shout,self,do,N
26,F,S3DoShout,no,97,shout,self,do,N
23,F,S3DoShout,no,98,shout,self,do,N
15,F,S3DoShout,no,99,shout,self,do,N
